Bone006,sceneRoot,4.13065,0.0833393,-0.592947,0.499999,0.500001,-0.499999,0.500001
Bone010,Bone006,0.292452,0,0,1,0,0,0
Bone007,Bone010,0.443015,0,0,1,0,0,0
Bone008,Bone007,0.681549,0,2.23517e-008,1,0,0,0
Bone009,Bone008,0.623838,0,0,1,0,0,0
leaf_Bone206,Bone009,0,0,0,0.804935,-0.251777,0.512796,-0.1604
leaf_Bone207,leaf_Bone206,0.264444,4.76837e-007,-2.38419e-007,0.991445,-1.14257e-006,0.130526,-6.55039e-008
leaf_Bone208,leaf_Bone207,0.205655,0,2.38419e-007,0.991445,2.13526e-008,0.130526,-1.31629e-007
leaf_Bone209,leaf_Bone208,0.17626,0,2.38419e-007,0.991445,2.15181e-009,0.130526,-3.1956e-008
leaf_Bone210,leaf_Bone209,0.181602,-4.76837e-007,0,1,0,0,0
leaf073,leaf_Bone206,0,0,0,1,0,0,0
leaf_Bone201,Bone009,0,0,0,0.822981,0.184421,0.524297,0.117489
leaf072,leaf_Bone201,0,0,0,1,0,0,0
leaf_Bone202,leaf_Bone201,0.264444,0,0,0.991445,-2.22947e-008,0.130526,1.19523e-007
leaf_Bone203,leaf_Bone202,0.205655,9.53674e-007,0,0.991445,1.82969e-008,0.130526,-1.15839e-007
leaf_Bone204,leaf_Bone203,0.17626,0,2.38419e-007,0.991445,1.07883e-009,0.130526,-1.27324e-008
leaf_Bone205,leaf_Bone204,0.181602,0,0,1,0,0,0
leaf_Bone196,Bone009,0,0,0,0.620512,0.571203,0.39531,0.363897
leaf071,leaf_Bone196,0,0,0,1,0,0,0
leaf_Bone197,leaf_Bone196,0.264445,5.96046e-008,0,0.991445,-1.75413e-008,0.130526,1.23696e-007
leaf_Bone198,leaf_Bone197,0.205654,0,0,0.991445,1.84782e-008,0.130526,-1.24175e-007
leaf_Bone199,leaf_Bone198,0.176261,0,0,0.991445,-1.15895e-009,0.130526,3.69439e-009
leaf_Bone200,leaf_Bone199,0.181603,0,0,1,0,0,0
leaf_Bone216,Bone009,0,0,0,0.251778,0.804933,0.160402,0.512798
leaf075,leaf_Bone216,0,0,0,1,0,0,0
leaf_Bone217,leaf_Bone216,0.264445,0,0,0.991445,-2.32728e-008,0.130526,1.39956e-007
leaf_Bone218,leaf_Bone217,0.205654,0,0,0.991445,1.3321e-008,0.130526,-9.48465e-008
leaf_Bone219,leaf_Bone218,0.17626,0,0,0.991445,3.16043e-009,0.130526,2.11351e-008
leaf_Bone220,leaf_Bone219,0.181602,-9.53674e-007,-1.19209e-007,1,0,0,0
leaf_Bone195,Bone009,0,0,0,0.184422,-0.822981,0.117489,-0.524296
leaf_Bone194,leaf_Bone195,0.264444,1.90735e-006,-2.38419e-007,0.991445,-1.35964e-008,0.130526,1.33626e-007
leaf_Bone193,leaf_Bone194,0.205655,9.53674e-007,-2.38419e-007,0.991445,2.04196e-008,0.130526,-1.16711e-007
leaf_Bone192,leaf_Bone193,0.17626,0,0,0.991445,-6.69902e-009,0.130526,-9.499e-009
leaf_Bone191,leaf_Bone192,0.181602,0,4.76837e-007,1,0,0,0
leaf070,leaf_Bone195,0,0,0,1,0,0,0
leaf_Bone211,Bone009,0,0,0,0.571203,-0.620513,0.363896,-0.39531
leaf074,leaf_Bone211,0,0,0,1,0,0,0
leaf_Bone212,leaf_Bone211,0.264445,5.96046e-008,-2.38419e-007,0.991445,-1.64843e-008,0.130526,1.19744e-007
leaf_Bone213,leaf_Bone212,0.205655,0,-1.19209e-007,0.991445,1.75584e-008,0.130526,-1.24103e-007
leaf_Bone214,leaf_Bone213,0.17626,0,0,0.991445,2.83335e-010,0.130526,6.03393e-009
leaf_Bone215,leaf_Bone214,0.181602,5.96046e-008,-4.76837e-007,1,0,0,0
leaf_Bone186,Bone008,0.513414,-0.00880432,-0.00582051,0.74115,-0.4025,0.472163,-0.256422
leaf069,leaf_Bone186,0,0,0,1,0,0,0
leaf_Bone187,leaf_Bone186,0.264443,-2.38419e-007,0,0.991445,-1.92863e-008,0.130526,1.46913e-007
leaf_Bone188,leaf_Bone187,0.205654,0,0,0.991445,2.03388e-008,0.130526,-1.29961e-007
leaf_Bone189,leaf_Bone188,0.17626,2.38419e-007,0,0.991445,-8.19785e-009,0.130526,5.03149e-010
leaf_Bone190,leaf_Bone189,0.181602,-4.76837e-007,0,1,0,0,0
leaf_Bone181,Bone008,0.513414,0.00292206,-0.0116735,0.843105,0.0219995,0.537117,0.0140144
leaf068,leaf_Bone181,0,0,0,1,0,0,0
leaf_Bone182,leaf_Bone181,0.264444,4.76837e-007,0,0.991445,-1.69775e-008,0.130526,1.23894e-007
leaf_Bone183,leaf_Bone182,0.205654,-4.76837e-007,0,0.991445,1.68988e-008,0.130526,-1.36477e-007
leaf_Bone184,leaf_Bone183,0.17626,0,0,0.991445,-5.95292e-010,0.130526,5.64218e-010
leaf_Bone185,leaf_Bone184,0.181602,0,-2.38419e-007,1,0,0,0
leaf_Bone176,Bone008,0.513414,0.0138545,-0.00444424,0.71915,0.440604,0.458149,0.280696
leaf067,leaf_Bone176,0,0,0,1,0,0,0
leaf_Bone177,leaf_Bone176,0.264444,-2.38419e-007,0,0.991445,-2.51992e-008,0.130526,1.15941e-007
leaf_Bone178,leaf_Bone177,0.205654,0,0,0.991445,1.49487e-008,0.130526,-1.43208e-007
leaf_Bone179,leaf_Bone178,0.17626,0,0,0.991445,4.09346e-009,0.130526,-4.18185e-009
